Date,S&P Comp Price,Real Price,CAPE (Shiller P/E 10)
1871.01,4.44,89.52,NA
1871.02,4.50,88.04,NA
1871.03,4.61,88.87,NA
1871.04,4.74,94.84,NA
1871.05,4.86,99.50,NA
1871.06,4.82,100.24,NA
1871.07,4.73,98.37,NA
1871.08,4.79,101.21,NA
1871.09,4.84,99.87,NA
1871.1,4.59,93.25,NA
1871.11,4.64,94.27,NA
1871.12,4.74,94.13,NA
1872.01,4.86,96.51,NA
1872.02,4.88,96.91,NA
1872.03,5.04,98.60,NA
1872.04,5.18,99.14,NA
1872.05,5.18,99.14,NA
1872.06,5.13,98.90,NA
1872.07,5.10,99.78,NA
1872.08,5.04,97.88,NA
1872.09,4.95,95.43,NA
1872.1,4.97,97.96,NA
1872.11,4.95,94.74,NA
1872.12,5.07,98.46,NA
1873.01,5.11,99.24,NA
1873.02,5.15,97.85,NA
1873.03,5.11,97.09,NA
1873.04,5.04,95.76,NA
1873.05,5.05,98.07,NA
1873.06,4.98,99.64,NA
1873.07,4.97,99.44,NA
1873.08,4.97,99.44,NA
1873.09,4.59,91.84,NA
1873.1,4.19,85.78,NA
1873.11,4.04,85.36,NA
1873.12,4.42,91.20,NA
1874.01,4.66,94.67,NA
1874.02,4.80,97.52,NA
1874.03,4.73,96.10,NA
1874.04,4.60,94.91,NA
1874.05,4.48,93.17,NA
1874.06,4.46,94.99,NA
1874.07,4.46,94.23,NA
1874.08,4.47,95.21,NA
1874.09,4.54,96.70,NA
1874.1,4.53,98.07,NA
1874.11,4.57,99.75,NA
1874.12,4.54,99.10,NA
1875.01,4.54,99.10,NA
1875.02,4.53,98.88,NA
1875.03,4.59,100.19,NA
1875.04,4.65,100.67,NA
1875.05,4.47,99.21,NA
1875.06,4.38,98.87,NA
1875.07,4.39,99.10,NA
1875.08,4.41,98.71,NA
1875.09,4.37,98.65,NA
1875.1,4.30,97.07,NA
1875.11,4.37,99.50,NA
1875.12,4.37,100.36,NA
1876.01,4.46,103.33,NA
1876.02,4.52,104.72,NA
1876.03,4.51,104.49,NA
1876.04,4.34,101.44,NA
1876.05,4.18,101.28,NA
1876.06,4.15,103.40,NA
1876.07,4.10,102.16,NA
1876.08,3.93,97.01,NA
1876.09,3.69,90.24,NA
1876.1,3.67,88.12,NA
1876.11,3.60,85.66,NA
1876.12,3.58,83.67,NA
1877.01,3.55,81.53,NA
1877.02,3.34,78.76,NA
1877.03,3.17,78.25,NA
1877.04,2.94,70.59,NA
1877.05,2.94,69.33,NA
1877.06,2.73,68.02,NA
1877.07,2.85,70.35,NA
1877.08,3.05,78.21,NA
1877.09,3.24,83.89,NA
1877.1,3.31,85.71,NA
1877.11,3.26,86.10,NA
1877.12,3.25,85.84,NA
1878.01,3.25,88.49,NA
1878.02,3.18,87.49,NA
1878.03,3.24,91.03,NA
1878.04,3.33,94.57,NA
1878.05,3.34,98.01,NA
1878.06,3.41,102.34,NA
1878.07,3.48,103.27,NA
1878.08,3.45,101.24,NA
1878.09,3.52,103.30,NA
1878.1,3.48,103.27,NA
1878.11,3.47,104.14,NA
1878.12,3.45,105.95,NA
1879.01,3.58,108.68,NA
1879.02,3.71,111.35,NA
1879.03,3.65,110.81,NA
1879.04,3.77,115.78,NA
1879.05,3.94,121.00,NA
1879.06,3.96,123.04,NA
1879.07,4.04,124.07,NA
1879.08,4.07,124.99,NA
1879.09,4.22,125.23,NA
1879.1,4.68,131.49,NA
1879.11,4.93,131.52,NA
1879.12,4.92,127.39,NA
1880.01,5.11,128.53,NA
1880.02,5.20,130.80,NA
1880.03,5.30,132.06,NA
1880.04,5.18,134.13,NA
1880.05,4.77,127.25,NA
1880.06,4.79,130.42,NA
1880.07,5.01,136.41,NA
1880.08,5.19,141.31,NA
1880.09,5.18,139.60,NA
1880.1,5.33,143.64,NA
1880.11,5.61,149.66,NA
1880.12,5.84,154.24,NA
1881.01,6.19,165.14,18.47
1881.02,6.17,162.96,18.15
1881.03,6.24,164.80,18.27
1881.04,6.22,162.65,17.95
1881.05,6.50,171.67,18.87
1881.06,6.58,173.78,19.03
1881.07,6.35,166.05,18.12
1881.08,6.20,158.98,17.29
1881.09,6.25,154.27,16.72
1881.1,6.15,150.40,16.26
1881.11,6.19,152.79,16.48
1881.12,6.01,148.35,15.96
1882.01,5.92,146.12,15.68
1882.02,5.79,141.59,15.15
1882.03,5.78,141.35,15.09
1882.04,5.78,140.05,14.92
1882.05,5.71,137.10,14.57
1882.06,5.68,135.15,14.33
1882.07,6.00,144.06,15.24
1882.08,6.18,147.05,15.53
1882.09,6.24,152.60,16.08
1882.1,6.07,149.83,15.76
1882.11,5.81,144.76,15.19
1882.12,5.84,146.90,15.38
1883.01,5.81,146.14,15.27
1883.02,5.68,141.52,14.76
1883.03,5.75,144.63,15.05
1883.04,5.87,149.07,15.48
1883.05,5.77,147.95,15.34
1883.06,5.82,153.71,15.90
1883.07,5.73,154.42,15.95
1883.08,5.47,147.42,15.20
1883.09,5.53,150.57,15.49
1883.1,5.38,146.49,15.05
1883.11,5.46,150.21,15.41
1883.12,5.34,145.40,14.90
1884.01,5.18,141.04,14.43
1884.02,5.32,144.85,14.81
1884.03,5.30,144.31,14.74
1884.04,5.06,140.67,14.35
1884.05,4.65,132.06,13.47
1884.06,4.46,126.66,12.91
1884.07,4.46,128.04,13.04
1884.08,4.74,136.07,13.86
1884.09,4.59,133.22,13.57
1884.1,4.44,130.29,13.27
1884.11,4.35,130.55,13.30
1884.12,4.34,131.75,13.43
1885.01,4.24,128.72,13.13
1885.02,4.37,131.15,13.38
1885.03,4.38,134.51,13.73
1885.04,4.37,132.66,13.55
1885.05,4.32,134.23,13.71
1885.06,4.30,136.83,13.98
1885.07,4.46,140.23,14.33
1885.08,4.71,148.09,15.13
1885.09,4.65,147.97,15.12
1885.1,4.92,156.56,15.99
1885.11,5.24,164.75,16.82
1885.12,5.20,159.70,16.30
1886.01,5.20,163.50,16.69
1886.02,5.30,166.64,17.01
1886.03,5.19,165.15,16.84
1886.04,5.12,164.91,16.80
1886.05,5.02,165.73,16.86
1886.06,5.25,175.52,17.83
1886.07,5.33,175.96,17.85
1886.08,5.37,175.10,17.72
1886.09,5.51,179.66,18.15
1886.1,5.65,184.23,18.56
1886.11,5.79,188.79,18.97
1886.12,5.64,181.66,18.19
1887.01,5.58,175.45,17.51
1887.02,5.54,172.14,17.13
1887.03,5.67,176.18,17.47
1887.04,5.80,180.22,17.82
1887.05,5.90,183.32,18.08
1887.06,5.73,180.16,17.71
1887.07,5.59,177.88,17.43
1887.08,5.45,171.36,16.74
1887.09,5.38,171.19,16.68
1887.1,5.20,163.50,15.88
1887.11,5.30,164.68,15.95
1887.12,5.27,159.98,15.46
1888.01,5.31,159.37,15.36
1888.02,5.28,160.29,15.42
1888.03,5.08,154.22,14.81
1888.04,5.10,156.62,15.02
1888.05,5.17,160.64,15.39
1888.06,5.01,157.52,15.08
1888.07,5.14,159.71,15.28
1888.08,5.25,163.13,15.60
1888.09,5.38,167.17,15.99
1888.1,5.35,164.30,15.72
1888.11,5.24,159.07,15.22
1888.12,5.14,156.04,14.95
1889.01,5.24,164.75,15.80
1889.02,5.30,168.65,16.19
1889.03,5.19,167.16,16.07
1889.04,5.18,166.84,16.05
1889.05,5.32,175.63,16.92
1889.06,5.41,178.60,17.22
1889.07,5.30,174.97,16.89
1889.08,5.37,177.28,17.13
1889.09,5.50,179.33,17.35
1889.1,5.40,176.07,17.05
1889.11,5.35,174.44,16.91
1889.12,5.32,171.35,16.61
1890.01,5.38,177.61,17.22
1890.02,5.32,175.63,17.03
1890.03,5.28,174.31,16.90
1890.04,5.39,177.94,17.26
1890.05,5.62,183.25,17.79
1890.06,5.58,181.94,17.68
1890.07,5.54,180.64,17.59
1890.08,5.41,170.10,16.60
1890.09,5.32,165.30,16.17
1890.1,5.08,157.85,15.48
1890.11,4.71,149.87,14.75
1890.12,4.60,146.37,14.44
1891.01,4.84,155.89,15.43
1891.02,4.90,155.92,15.48
1891.03,4.81,151.23,15.05
1891.04,4.97,154.43,15.41
1891.05,4.95,155.64,15.57
1891.06,4.85,156.21,15.66
1891.07,4.77,155.53,15.62
1891.08,4.93,160.75,16.16
1891.09,5.33,175.96,17.71
1891.1,5.33,175.96,17.72
1891.11,5.25,175.52,17.67
1891.12,5.41,180.87,18.21
1892.01,5.51,188.99,19.02
1892.02,5.52,189.34,19.04
1892.03,5.58,196.50,19.74
1892.04,5.57,198.80,19.94
1892.05,5.57,198.80,19.91
1892.06,5.54,197.73,19.77
1892.07,5.54,192.52,19.21
1892.08,5.62,192.77,19.20
1892.09,5.48,187.96,18.69
1892.1,5.59,191.74,19.04
1892.11,5.57,186.21,18.46
1892.12,5.51,181.91,18.01
1893.01,5.61,178.51,17.66
1893.02,5.51,173.24,17.13
1893.03,5.31,171.03,16.90
1893.04,5.31,173.14,17.10
1893.05,4.84,159.79,15.78
1893.06,4.61,156.10,15.42
1893.07,4.18,145.26,14.35
1893.08,4.08,147.61,14.59
1893.09,4.37,151.86,15.01
1893.1,4.50,154.35,15.27
1893.11,4.57,160.93,15.94
1893.12,4.41,157.40,15.61
1894.01,4.32,158.47,15.74
1894.02,4.38,162.93,16.20
1894.03,4.51,172.63,17.19
1894.04,4.57,174.93,17.43
1894.05,4.40,168.42,16.81
1894.06,4.34,166.12,16.61
1894.07,4.25,162.68,16.29
1894.08,4.41,164.05,16.46
1894.09,4.48,164.34,16.52
1894.1,4.34,163.75,16.50
1894.11,4.34,163.75,16.54
1894.12,4.30,164.59,16.67
1895.01,4.25,162.68,16.52
1895.02,4.19,160.38,16.33
1895.03,4.19,160.38,16.36
1895.04,4.37,160.30,16.39
1895.05,4.61,166.79,17.08
1895.06,4.70,167.75,17.21
1895.07,4.72,170.77,17.55
1895.08,4.79,175.71,18.07
1895.09,4.82,176.81,18.20
1895.1,4.75,174.24,17.94
1895.11,4.59,168.37,17.34
1895.12,4.32,160.70,16.55
1896.01,4.27,161.11,16.58
1896.02,4.45,170.33,17.52
1896.03,4.38,167.65,17.23
1896.04,4.42,171.67,17.64
1896.05,4.40,173.45,17.83
1896.06,4.32,172.87,17.78
1896.07,4.04,161.67,16.64
1896.08,3.81,152.46,15.70
1896.09,4.01,160.47,16.54
1896.1,4.10,159.24,16.44
1896.11,4.38,165.26,17.09
1896.12,4.22,159.22,16.50
1897.01,4.22,163.90,17.03
1897.02,4.18,162.35,16.89
1897.03,4.19,162.74,16.96
1897.04,4.06,160.04,16.70
1897.05,4.08,163.27,17.05
1897.06,4.27,170.87,17.85
1897.07,4.46,178.47,18.65
1897.08,4.75,181.82,19.01
1897.09,4.98,185.25,19.37
1897.1,4.82,181.86,19.03
1897.11,4.65,175.45,18.36
1897.12,4.75,179.22,18.75
1898.01,4.88,184.12,19.25
1898.02,4.87,181.16,18.92
1898.03,4.65,172.97,18.04
1898.04,4.57,170.00,17.71
1898.05,4.87,169.24,17.60
1898.06,5.06,188.23,19.54
1898.07,5.08,191.67,19.86
1898.08,5.27,198.84,20.54
1898.09,5.26,198.46,20.44
1898.1,5.15,194.31,19.95
1898.11,5.32,200.72,20.53
1898.12,5.65,210.17,21.40
1899.01,6.08,226.17,22.93
1899.02,6.31,228.29,23.05
1899.03,6.40,231.55,23.28
1899.04,6.48,231.28,23.15
1899.05,6.21,221.64,22.09
1899.06,6.07,213.75,21.21
1899.07,6.28,218.24,21.56
1899.08,6.44,220.89,21.73
1899.09,6.37,210.30,20.59
1899.1,6.34,206.72,20.15
1899.11,6.46,208.07,20.20
1899.12,6.02,191.56,18.51
1900.01,6.10,194.11,18.67
1900.02,6.21,195.25,18.70
1900.03,6.26,196.83,18.78
1900.04,6.34,199.34,18.94
1900.05,6.04,194.54,18.40
1900.06,5.86,191.07,17.99
1900.07,5.86,188.74,17.69
1900.08,5.94,193.68,18.07
1900.09,5.80,186.81,17.34
1900.1,6.01,195.96,18.10
1900.11,6.48,211.29,19.42
1900.12,6.87,226.81,20.74
1901.01,7.07,230.53,20.98
1901.02,7.25,239.35,21.68
1901.03,7.51,247.93,22.35
1901.04,8.14,272.13,24.41
1901.05,7.73,258.43,23.06
1901.06,8.50,284.17,25.24
1901.07,7.93,261.80,23.14
1901.08,8.04,262.15,23.08
1901.09,8.00,257.67,22.59
1901.1,7.91,254.77,22.25
1901.11,8.08,257.11,22.38
1901.12,7.95,249.96,21.68
1902.01,8.12,258.38,22.34
1902.02,8.19,260.61,22.46
1902.03,8.20,260.93,22.41
1902.04,8.48,266.63,22.82
1902.05,8.46,262.87,22.43
1902.06,8.41,258.28,21.96
1902.07,8.60,264.11,22.39
1902.08,8.83,274.36,23.17
1902.09,8.85,271.79,22.86
1902.1,8.57,246.02,20.60
1902.11,8.24,244.53,20.41
1902.12,8.05,236.23,19.63
1903.01,8.46,245.54,20.32
1903.02,8.41,244.08,20.11
1903.03,8.08,242.50,19.88
1903.04,7.75,232.60,18.98
1903.05,7.60,233.40,18.95
1903.06,7.18,220.50,17.82
1903.07,6.85,210.37,16.92
1903.08,6.63,203.61,16.30
1903.09,6.47,196.41,15.65
1903.1,6.26,192.25,15.25
1903.11,6.28,195.13,15.41
1903.12,6.57,204.14,16.04
1904.01,6.68,202.79,15.86
1904.02,6.50,192.89,15.02
1904.03,6.48,194.48,15.08
1904.04,6.64,201.57,15.57
1904.05,6.50,201.97,15.53
1904.06,6.51,202.28,15.47
1904.07,6.78,210.67,16.04
1904.08,7.01,215.28,16.30
1904.09,7.32,222.22,16.74
1904.1,7.75,235.27,17.63
1904.11,8.17,242.45,18.08
1904.12,8.25,244.82,18.16
1905.01,8.43,250.16,18.46
1905.02,8.80,261.14,19.17
1905.03,9.05,271.61,19.83
1905.04,8.94,268.31,19.48
1905.05,8.50,258.04,18.63
1905.06,8.60,261.07,18.74
1905.07,8.87,269.27,19.21
1905.08,9.20,276.12,19.57
1905.09,9.23,280.20,19.74
1905.1,9.36,284.15,19.90
1905.11,9.31,279.42,19.44
1905.12,9.54,283.10,19.58
1906.01,9.87,292.90,20.13
1906.02,9.80,290.82,19.87
1906.03,9.56,283.70,19.26
1906.04,9.43,279.84,18.88
1906.05,9.18,269.39,18.05
1906.06,9.30,272.92,18.17
1906.07,9.06,275.04,18.20
1906.08,9.73,288.74,18.97
1906.09,10.03,294.34,19.20
1906.1,9.73,279.33,18.10
1906.11,9.93,282.00,18.14
1906.12,9.84,276.47,17.66
1907.01,9.56,271.50,17.22
1907.02,9.26,257.44,16.22
1907.03,8.35,234.61,14.69
1907.04,8.39,235.73,14.67
1907.05,8.10,222.84,13.79
1907.06,7.84,213.47,13.14
1907.07,8.14,221.64,13.59
1907.08,7.53,205.03,12.51
1907.09,7.45,202.85,12.33
1907.1,6.64,178.95,10.83
1907.11,6.25,175.61,10.59
1907.12,6.57,188.61,11.33
1908.01,6.85,198.81,11.90
1908.02,6.60,193.68,11.55
1908.03,6.87,201.60,11.98
1908.04,7.24,210.13,12.45
1908.05,7.63,221.45,13.08
1908.06,7.64,221.74,13.05
1908.07,7.92,227.36,13.35
1908.08,8.26,237.12,13.88
1908.09,8.17,234.54,13.70
1908.1,8.27,234.86,13.69
1908.11,8.83,248.10,14.44
1908.12,9.03,251.04,14.58
1909.01,9.06,254.56,14.76
1909.02,8.80,244.65,14.17
1909.03,8.92,247.99,14.34
1909.04,9.32,253.77,14.65
1909.05,9.63,259.53,14.95
1909.06,9.80,261.44,15.04
1909.07,9.94,265.18,15.23
1909.08,10.18,268.86,15.42
1909.09,10.19,266.47,15.25
1909.1,10.23,262.32,14.99
1909.11,10.18,258.52,14.75
1909.12,10.30,259.08,14.75
1910.01,10.08,255.98,14.55
1910.02,9.72,246.84,14.00
1910.03,9.96,248.17,14.05
1910.04,9.72,239.92,13.56
1910.05,9.56,240.47,13.57
1910.06,9.10,231.10,13.02
1910.07,8.64,219.41,12.34
1910.08,8.85,226.93,12.75
1910.09,8.91,230.71,12.94
1910.1,9.32,248.64,13.92
1910.11,9.31,253.49,14.16
1910.12,9.05,246.41,13.74
1911.01,9.27,252.40,14.05
1911.02,9.43,264.95,14.72
1911.03,9.32,259.11,14.37
1911.04,9.28,266.41,14.75
1911.05,9.48,272.15,15.05
1911.06,9.67,277.60,15.33
1911.07,9.63,273.48,15.08
1911.08,9.17,252.28,13.90
1911.09,8.67,236.07,13.00
1911.1,8.72,237.43,13.07
1911.11,9.07,249.53,13.73
1911.12,9.11,253.27,13.93
1912.01,9.12,250.90,13.79
1912.02,9.04,246.14,13.53
1912.03,9.30,248.10,13.64
1912.04,9.59,248.32,13.65
1912.05,9.58,248.06,13.65
1912.06,9.58,250.51,13.79
1912.07,9.59,250.78,13.80
1912.08,9.81,254.01,13.98
1912.09,9.86,252.83,13.93
1912.1,9.84,252.32,13.91
1912.11,9.73,249.50,13.75
1912.12,9.38,242.88,13.39
1913.01,9.30,238.47,13.15
1913.02,8.97,230.01,12.68
1913.03,8.80,225.65,12.44
1913.04,8.79,225.39,12.43
1913.05,8.55,221.50,12.22
1913.06,8.12,208.21,11.49
1913.07,8.23,208.90,11.53
1913.08,8.45,214.48,11.85
1913.09,8.53,214.35,11.84
1913.1,8.26,207.57,11.47
1913.11,8.05,200.29,11.07
1913.12,8.04,202.04,11.17
1914.01,8.37,210.33,11.64
1914.02,8.48,215.25,11.91
1914.03,8.32,211.19,11.69
1914.04,8.12,208.21,11.52
1914.05,8.17,207.38,11.48
1914.06,8.13,206.36,11.43
1914.07,7.68,192.99,10.69
1914.08,7.68,189.21,10.49
1914.09,7.68,189.21,10.50
1914.1,7.68,191.08,10.61
1914.11,7.68,189.21,10.52
1914.12,7.35,182.87,10.17
1915.01,7.48,186.10,10.36
1915.02,7.38,185.45,10.33
1915.03,7.57,192.15,10.71
1915.04,8.14,204.55,11.40
1915.05,7.95,197.80,11.03
1915.06,8.04,200.04,11.15
1915.07,8.01,199.29,11.11
1915.08,8.35,207.75,11.58
1915.09,8.66,215.46,12.01
1915.1,9.14,225.18,12.55
1915.11,9.46,230.80,12.86
1915.12,9.48,231.28,12.88
1916.01,9.33,225.44,12.54
1916.02,9.20,222.30,12.35
1916.03,9.17,219.46,12.18
1916.04,9.07,215.02,11.91
1916.05,9.27,217.71,12.03
1916.06,9.36,217.78,12.00
1916.07,9.23,214.76,11.79
1916.08,9.30,214.40,11.73
1916.09,9.68,219.14,11.94
1916.1,9.98,221.94,12.05
1916.11,10.21,223.10,12.05
1916.12,9.80,212.30,11.41
1917.01,9.57,205.54,10.99
1917.02,9.03,189.10,10.06
1917.03,9.31,194.96,10.33
1917.04,9.17,182.88,9.64
1917.05,8.86,173.94,9.14
1917.06,9.04,174.74,9.15
1917.07,8.79,172.57,9.00
1917.08,8.53,164.88,8.57
1917.09,8.12,153.42,7.95
1917.1,7.68,142.96,7.39
1917.11,7.04,131.04,6.75
1917.12,6.80,124.73,6.41
1918.01,7.21,129.41,6.64
1918.02,7.43,132.42,6.78
1918.03,7.28,130.67,6.69
1918.04,7.21,127.59,6.52
1918.05,7.44,128.94,6.58
1918.06,7.45,127.35,6.50
1918.07,7.51,124.98,6.37
1918.08,7.58,123.69,6.30
1918.09,7.54,120.68,6.15
1918.1,7.86,123.45,6.29
1918.11,8.06,124.26,6.33
1918.12,7.90,120.31,6.13
1919.01,7.85,119.55,6.10
1919.02,7.88,122.23,6.24
1919.03,8.12,124.42,6.36
1919.04,8.39,126.25,6.46
1919.05,8.97,133.38,6.83
1919.06,9.21,136.95,7.02
1919.07,9.51,137.34,7.05
1919.08,8.87,125.93,6.48
1919.09,9.01,127.20,6.56
1919.1,9.47,131.48,6.79
1919.11,9.19,124.83,6.47
1919.12,8.92,118.60,6.16
1920.01,8.83,114.97,5.99
1920.02,8.10,104.38,5.46
1920.03,8.67,110.59,5.80
1920.04,8.60,106.46,5.60
1920.05,8.06,98.32,5.19
1920.06,7.92,95.23,5.04
1920.07,7.91,95.56,5.08
1920.08,7.60,94.08,5.02
1920.09,7.87,98.88,5.30
1920.1,7.88,99.51,5.35
1920.11,7.48,94.93,5.13
1920.12,6.81,88.21,4.78
1921.01,7.11,94.04,5.12
1921.02,7.06,96.42,5.27
1921.03,6.88,94.47,5.19
1921.04,6.91,95.93,5.30
1921.05,7.12,101.08,5.61
1921.06,6.55,93.52,5.22
1921.07,6.53,92.71,5.20
1921.08,6.45,91.57,5.16
1921.09,6.61,94.92,5.38
1921.1,6.70,96.21,5.48
1921.11,7.06,101.96,5.84
1921.12,7.31,106.18,6.11
1922.01,7.30,108.55,6.29
1922.02,7.46,110.92,6.46
1922.03,7.74,116.47,6.82
1922.04,8.21,123.54,7.27
1922.05,8.53,128.35,7.59
1922.06,8.45,127.15,7.56
1922.07,8.51,127.29,7.60
1922.08,8.83,133.67,8.02
1922.09,9.06,137.15,8.27
1922.1,9.26,139.34,8.43
1922.11,8.80,131.63,8.00
1922.12,8.78,130.55,7.96
1923.01,8.90,133.12,8.15
1923.02,9.28,138.81,8.53
1923.03,9.43,141.05,8.70
1923.04,9.10,135.31,8.37
1923.05,8.67,128.92,8.00
1923.06,8.34,123.28,7.67
1923.07,8.06,117.76,7.35
1923.08,8.10,119.03,7.44
1923.09,8.15,119.07,7.46
1923.1,8.03,116.64,7.32
1923.11,8.27,120.13,7.55
1923.12,8.55,124.19,7.81
1924.01,8.83,128.26,8.07
1924.02,8.87,129.59,8.16
1924.03,8.70,127.85,8.06
1924.04,8.50,125.65,7.92
1924.05,8.47,125.20,7.90
1924.06,8.63,127.57,8.05
1924.07,9.03,132.70,8.38
1924.08,9.34,138.06,8.72
1924.09,9.25,135.93,8.58
1924.1,9.13,133.39,8.42
1924.11,9.64,140.84,8.89
1924.12,10.16,147.58,9.31
1925.01,10.58,153.68,9.69
1925.02,10.67,155.89,9.83
1925.03,10.39,150.92,9.52
1925.04,10.28,150.19,9.48
1925.05,10.61,154.11,9.73
1925.06,10.80,155.08,9.80
1925.07,11.10,157.59,9.96
1925.08,11.25,159.72,10.11
1925.09,11.51,163.41,10.36
1925.1,11.89,168.80,10.72
1925.11,12.26,171.16,10.89
1925.12,12.46,174.92,11.15
1926.01,12.65,177.59,11.34
1926.02,12.67,177.87,11.39
1926.03,11.81,166.73,10.71
1926.04,11.48,161.16,10.40
1926.05,11.56,163.20,10.58
1926.06,12.11,171.93,11.20
1926.07,12.62,181.22,11.87
1926.08,13.12,189.48,12.49
1926.09,13.32,191.27,12.69
1926.1,13.02,185.90,12.43
1926.11,13.19,187.26,12.62
1926.12,13.49,191.52,13.01
1927.01,13.40,192.42,13.19
1927.02,13.66,197.28,13.63
1927.03,13.87,201.47,14.03
1927.04,14.21,206.41,14.49
1927.05,14.70,212.30,15.00
1927.06,14.89,212.60,15.12
1927.07,15.22,221.08,15.82
1927.08,16.03,234.20,16.86
1927.09,16.94,246.06,17.82
1927.1,16.68,240.89,17.54
1927.11,17.06,247.80,18.13
1927.12,17.46,253.61,18.65
1928.01,17.53,254.63,18.81
1928.02,17.32,254.52,18.87
1928.03,18.25,268.19,19.94
1928.04,19.40,285.09,21.26
1928.05,20.00,292.20,21.83
1928.06,19.02,279.51,20.91
1928.07,19.16,281.56,21.08
1928.08,19.78,290.67,21.76
1928.09,21.17,307.50,23.00
1928.1,21.60,315.57,23.58
1928.11,23.06,336.90,25.12
1928.12,23.15,340.20,25.30
1929.01,24.86,365.33,27.08
1929.02,24.99,367.24,27.13
1929.03,25.43,375.90,27.68
1929.04,25.28,375.89,27.57
1929.05,25.66,379.30,27.70
1929.06,26.15,384.28,27.94
1929.07,28.48,413.68,29.93
1929.08,30.10,437.22,31.48
1929.09,31.30,454.65,32.56
1929.1,27.99,406.57,28.96
1929.11,20.58,298.93,21.17
1929.12,21.40,312.65,22.01
1930.01,21.71,319.04,22.31
1930.02,23.07,341.02,23.70
1930.03,23.94,355.97,24.59
1930.04,25.46,376.34,25.84
1930.05,23.94,355.97,24.31
1930.06,21.52,321.89,21.87
1930.07,21.06,318.81,21.55
1930.08,20.79,316.63,21.30
1930.09,20.78,314.57,21.07
